age,income,gender,education_level,marital_status,purchases_last_month,website_visits,account_age_months,satisfaction_score,churn
59.0,,Male,High School,,,12.0,205,3.16,0
48.0,89871.65538617739,Male,PhD,Married,,13.0,9,2.58,0
20.0,396748.7749238639,Male,Master,Divorced,40.0,8.0,9,1.43,0
57.0,48781.29571552506,Female,High School,Divorced,,16.0,21,,1
,,Male,Master,Married,6.0,12.0,24,1.7,0
41.0,60055.23671767873,Male,Bachelor,Married,7.0,9.0,95,3.53,0
67.0,68522.39052809324,Male,Master,Married,,12.0,192,1.33,0
49.0,56336.17308565755,Male,Master,,5.0,16.0,93,3.75,0
64.0,33090.30327495556,Female,PhD,Married,3.0,13.0,40,,0
39.0,73641.19017153601,Female,Master,Married,4.0,,202,1.92,0
40.0,52153.70462532193,Female,,Married,,11.0,180,3.59,0
19.0,51549.745311559134,Male,Bachelor,Married,7.0,7.0,132,2.13,0
44.0,58907.74651883815,Male,High School,Divorced,1.0,5.0,131,3.13,0
59.0,55202.021658396785,Male,,,1.0,,141,,0
19.0,52669.97888975797,Male,Master,Married,5.0,9.0,21,1.81,0
43.0,34397.49386133621,Male,Master,Divorced,4.0,12.0,8,3.94,0
34.0,57755.05066096682,Male,PhD,,3.0,11.0,120,1.14,0
57.0,74059.07583813736,Female,Bachelor,Single,5.0,10.0,201,1.45,0
50.0,65292.88010242578,Female,High School,Single,,7.0,110,1.86,0
26.0,,Male,Master,Married,6.0,5.0,129,1.08,0
60.0,45429.099553599866,Female,Bachelor,Married,,,14,1.38,0
,34438.83041764397,Male,High School,Single,5.0,10.0,76,2.13,0
56.0,55083.00042044007,Male,High School,Single,3.0,,36,1.37,0
,47715.26762902606,Female,Master,Married,3.0,,150,4.46,0
59.0,49793.30033584504,Male,PhD,Single,,10.0,117,1.26,0
,64234.99436162254,Female,Master,Married,0.0,8.0,164,4.44,0
52.0,49938.38921790689,Male,Master,Divorced,4.0,,45,4.29,0
67.0,34998.630215872116,Male,Master,Divorced,2.0,,144,1.4,0
42.0,48820.105442360036,Female,Bachelor,Single,2.0,11.0,11,1.1,0
41.0,66801.18733721603,,PhD,Divorced,4.0,17.0,67,1.2,0
30.0,73429.61202013835,Male,Bachelor,Divorced,4.0,11.0,98,3.36,0
24.0,73228.45568166694,Male,Master,Divorced,3.0,9.0,153,3.68,0
53.0,68489.46188495819,Female,PhD,,6.0,13.0,90,,0
62.0,56638.13068069511,Male,High School,Married,4.0,5.0,195,,0
37.0,68098.28197918259,Male,PhD,,3.0,3.0,212,,1
18.0,59153.28683603526,Male,Master,,,11.0,159,4.36,0
25.0,62261.92275640475,Female,,Divorced,5.0,12.0,113,2.31,0
63.0,,Female,High School,Divorced,,10.0,193,4.94,1
,60877.49927521431,,,Divorced,,,90,2.54,0
31.0,,Female,PhD,Single,5.0,11.0,89,2.05,0
,,Female,High School,,4.0,10.0,11,4.58,0
68.0,,Male,Bachelor,Divorced,4.0,6.0,80,3.27,0
40.0,61925.215528067645,Female,PhD,Married,6.0,14.0,84,3.89,0
32.0,31122.208450721733,Female,High School,Single,2.0,11.0,106,2.63,0
45.0,63473.53292277052,Male,High School,Married,,10.0,116,4.55,0
51.0,45973.25616794572,Female,PhD,Divorced,4.0,8.0,166,4.67,0
19.0,94112.8588505089,Male,Bachelor,Married,1.0,2.0,2,2.75,0
49.0,62384.8665859178,Female,PhD,Married,7.0,11.0,54,1.96,0
40.0,76023.28039647845,Male,High School,Single,0.0,13.0,93,,0
39.0,102217.4527404856,Male,PhD,Single,4.0,,7,4.82,0
68.0,43651.96377822558,Female,High School,Single,,16.0,177,,0
42.0,68713.49821811823,Female,Master,Single,6.0,7.0,40,4.82,0
,,Male,PhD,Married,3.0,7.0,45,2.38,0
,,,,Married,4.0,10.0,182,4.66,0
66.0,95314.18532900806,Male,High School,,4.0,10.0,217,1.45,0
69.0,,Male,,Single,4.0,12.0,189,2.44,1
59.0,42280.91373410808,Male,High School,Divorced,1.0,,132,2.98,0
23.0,58176.51532962874,Male,High School,Divorced,4.0,,107,3.61,0
32.0,100916.34576176571,,PhD,Single,7.0,9.0,34,2.18,0
60.0,377103.89199532557,Female,High School,Married,1.0,180.0,217,,0
54.0,41901.70695887979,Male,PhD,Single,5.0,10.0,8,4.61,0
50.0,,Female,,Married,,6.0,32,4.2,0
25.0,,Female,PhD,Married,,,146,1.46,0
61.0,102731.1825760545,Male,High School,Divorced,4.0,11.0,168,1.31,1
61.0,77129.01360030318,Male,High School,,0.0,10.0,75,2.99,0
,95271.14880013437,Female,,Single,3.0,9.0,184,4.06,0
56.0,27044.0378323193,Male,PhD,,0.0,8.0,37,1.49,0
21.0,63388.83661719373,,Bachelor,Single,4.0,13.0,231,3.57,1
,57322.22146868568,Female,PhD,Divorced,5.0,,183,3.11,0
62.0,39860.41053106718,Female,High School,Divorced,3.0,14.0,36,,1
49.0,34079.527594972154,Female,,,3.0,10.0,10,,0
69.0,350708.12587595487,Male,,Single,20.0,12.0,70,3.77,0
47.0,,,High School,Divorced,9.0,,237,1.64,0
64.0,85999.48093451506,Female,Master,Single,4.0,10.0,208,1.86,0
,49931.57893346338,Male,Master,Married,1.0,,118,4.61,0
57.0,,Female,,Single,,7.0,217,2.32,0
69.0,32350.801501078164,Male,High School,Married,3.0,6.0,191,4.94,0
33.0,,Female,,,4.0,8.0,162,1.18,0
30.0,61390.96175514486,Male,High School,Single,,10.0,95,2.98,0
67.0,74451.77003240211,Female,Bachelor,Divorced,3.0,10.0,239,,0
59.0,75158.10792222024,Male,PhD,Married,,8.0,72,4.98,0
47.0,,Male,PhD,,,5.0,145,4.96,1
36.0,43372.010654650934,Female,,Single,8.0,11.0,123,1.94,0
,73951.73200694357,Male,Bachelor,Divorced,5.0,9.0,61,2.07,0
36.0,59499.82587381917,Male,High School,Single,,13.0,206,4.0,0
45.0,102113.54132681261,Female,,Single,3.0,10.0,222,4.56,0
43.0,,Male,High School,Single,8.0,11.0,146,3.65,0
54.0,83428.52695527744,Male,Bachelor,Married,9.0,11.0,189,4.46,0
43.0,67006.83558456793,Male,Master,Married,5.0,12.0,238,1.25,0
40.0,65957.12188412042,Female,Master,Married,6.0,4.0,36,3.56,1
26.0,61080.414520949795,,Master,Divorced,2.0,,213,3.8,0
29.0,86933.31645673575,Female,Bachelor,Single,,14.0,181,1.76,0
,65277.03402147869,Female,,,3.0,12.0,223,4.11,1
,29511.693237580457,Female,PhD,Divorced,5.0,4.0,161,4.78,0
64.0,84390.0713742449,Male,,Single,6.0,9.0,151,4.59,0
51.0,80724.03664263444,Male,,Divorced,6.0,9.0,192,1.98,0
49.0,71742.75368425695,Female,High School,Single,5.0,,38,2.3,0
65.0,37430.52740504907,Male,PhD,Single,6.0,10.0,197,3.0,0
42.0,,Male,PhD,,3.0,16.0,207,1.63,0
57.0,22451.142295277823,Male,Bachelor,Single,4.0,11.0,158,4.82,0
62.0,69206.59746359628,Male,Bachelor,,3.0,11.0,144,1.65,0
,33009.023036512604,Female,PhD,,7.0,9.0,182,4.05,0
33.0,25624.982142756708,Female,,Divorced,4.0,10.0,187,2.37,0
56.0,,Male,,Married,6.0,13.0,104,3.29,0
22.0,75363.59128925693,Male,,Divorced,5.0,9.0,221,1.19,1
39.0,53336.56670338146,Female,Bachelor,Divorced,3.0,8.0,92,1.82,0
46.0,57319.06833485609,Male,High School,Married,5.0,13.0,6,2.78,0
20.0,11853.115860321159,Male,Master,Single,3.0,10.0,133,3.71,0
29.0,78334.89838118441,Male,,Single,4.0,,230,4.11,0
43.0,46145.370710226314,Female,PhD,Single,3.0,8.0,217,1.12,0
33.0,,Female,,Married,2.0,5.0,92,1.61,0
68.0,,Male,Master,Divorced,3.0,10.0,1,,0
54.0,79551.36064323092,Male,Bachelor,Divorced,4.0,,14,4.25,0
39.0,44943.10461228552,,,,8.0,11.0,83,1.95,0
,32479.154724212913,Male,Bachelor,Divorced,3.0,,31,,0
31.0,53207.967310232656,Male,PhD,Married,4.0,8.0,179,1.35,1
45.0,48072.0956412903,Male,Master,Divorced,2.0,,121,1.6,0
22.0,81485.35225819732,Female,,Single,7.0,,79,1.03,0
64.0,51592.09755276746,Female,High School,Married,3.0,9.0,147,3.36,0
66.0,87252.34053226735,,Bachelor,Married,,8.0,102,4.62,0
47.0,66602.85231578146,Female,,Single,5.0,12.0,32,1.6,0
,,Male,Bachelor,Single,5.0,,57,4.01,0
69.0,59956.67093544227,Male,,,3.0,,31,3.29,0
22.0,85441.17964679767,Female,PhD,,6.0,11.0,58,4.76,0
29.0,36927.52019434648,,Master,Married,2.0,10.0,229,4.19,0
33.0,62272.48914988654,,Master,Married,6.0,10.0,154,4.41,0
43.0,,Male,,Married,7.0,5.0,48,3.56,1
43.0,,Female,,Divorced,8.0,13.0,123,4.25,0
65.0,89980.68809318851,Female,Master,Divorced,5.0,15.0,41,2.4,0
38.0,60008.42518474237,Male,Bachelor,,5.0,13.0,153,1.84,1
56.0,34169.7779780839,Male,Bachelor,Divorced,3.0,18.0,175,4.65,0
53.0,68541.94633583335,Male,PhD,Divorced,2.0,10.0,182,3.94,0
50.0,,Female,High School,Married,1.0,,232,1.36,0
47.0,92522.85597566223,Male,,,8.0,9.0,121,4.47,0
54.0,50536.59858727923,Female,,Single,,8.0,185,2.4,1
,59388.5967316501,Male,,Married,,11.0,200,,0
27.0,46380.97848386492,Female,Bachelor,Divorced,3.0,,61,3.49,0
22.0,41964.36826598359,Female,PhD,Single,,8.0,132,3.27,1
,74745.82633094104,Female,Master,Single,10.0,13.0,159,3.15,0
51.0,56827.66645897357,Female,Master,Married,4.0,,120,2.02,0
69.0,60849.6507784635,Male,PhD,Married,4.0,,96,4.84,0
48.0,,Female,High School,Married,5.0,10.0,226,4.8,0
,77121.1844699408,Female,High School,Single,3.0,10.0,112,1.02,0
36.0,79155.79470273733,Female,Bachelor,Married,,6.0,195,2.35,0
49.0,279107.15131204226,Male,,Divorced,3.0,72.0,41,1.18,0
18.0,426792.2133331887,Male,High School,Single,2.0,108.0,26,4.4,1
22.0,57917.51691550955,Male,PhD,,3.0,9.0,196,4.55,0
62.0,75595.10992577641,Male,Bachelor,Divorced,1.0,,194,3.07,0
21.0,27541.44838339805,Male,High School,Divorced,6.0,4.0,19,4.36,0
33.0,67068.61732972825,Male,High School,Married,,8.0,87,3.81,1
41.0,,Female,PhD,Divorced,2.0,6.0,25,3.0,0
33.0,,Female,Master,Single,4.0,8.0,47,2.46,0
19.0,62213.64811311652,Female,High School,Single,8.0,,199,2.06,0
,62513.99644353968,Male,Bachelor,Divorced,3.0,,8,2.04,0
45.0,72314.01458725106,,PhD,Single,,15.0,3,3.25,0
49.0,,Female,,Married,2.0,,215,1.67,0
44.0,71381.58519071287,Male,PhD,,6.0,12.0,239,1.7,1
37.0,84650.49766235813,Female,Master,Single,4.0,10.0,33,1.04,0
41.0,31797.179900393534,Male,Master,Married,3.0,,112,3.45,0
29.0,,Female,Bachelor,Married,5.0,15.0,156,4.98,0
67.0,45229.291489976276,Male,Bachelor,Single,3.0,6.0,22,4.56,0
52.0,38159.08401098081,Male,PhD,Divorced,1.0,5.0,99,3.82,0
50.0,50506.044607258824,Male,Bachelor,,1.0,13.0,98,4.14,0
50.0,80662.37030799681,Female,High School,Married,,7.0,30,2.67,1
68.0,88951.73849024856,,Master,Married,,,47,2.19,0
,62123.49939493004,Male,PhD,Married,7.0,12.0,164,2.47,0
54.0,,Male,,,5.0,6.0,59,1.33,0
29.0,,Female,,Single,0.0,13.0,14,3.54,0
20.0,12720.630114956402,Female,High School,Single,4.0,4.0,73,1.7,1
18.0,38896.43055793684,Male,High School,Single,6.0,9.0,214,4.05,0
,13567.391866001693,Female,High School,Married,1.0,,220,1.76,0
57.0,38686.00565289117,Female,PhD,Divorced,2.0,,105,1.91,0
27.0,44659.64946196,Female,Master,Single,2.0,9.0,14,4.83,0
60.0,89553.63755875356,Male,Master,Divorced,,13.0,207,1.42,0
61.0,4778.760676880207,,,Single,1.0,13.0,184,3.0,0
46.0,51665.94799531332,Female,Bachelor,Married,4.0,,229,1.25,0
30.0,72391.32944356215,Male,PhD,Single,2.0,9.0,152,1.36,0
29.0,,Female,,,4.0,6.0,226,3.53,0
48.0,89234.76267069788,Female,High School,Married,6.0,,49,3.52,0
63.0,63221.02957193177,Male,Bachelor,Single,2.0,11.0,171,1.77,0
19.0,67485.5636096229,Male,,Divorced,,12.0,237,4.49,0
68.0,,Male,High School,Married,3.0,7.0,236,3.81,0
67.0,40234.62283646382,Female,,Divorced,3.0,5.0,3,2.2,0
52.0,24345.90513103953,Female,Master,,,9.0,23,1.99,0
,71452.162158282,Male,Bachelor,Married,3.0,11.0,148,4.02,1
34.0,66973.80903514492,Male,Master,Divorced,4.0,12.0,109,,0
43.0,66270.7593456703,Male,Master,Married,2.0,9.0,143,1.6,0
25.0,,Female,Bachelor,,1.0,16.0,43,2.4,0
46.0,40541.00441366669,Female,High School,Married,,10.0,208,1.87,0
43.0,64188.93864592835,Female,Bachelor,Single,,11.0,71,2.18,0
27.0,46612.2789445773,,,Divorced,6.0,7.0,161,2.15,1
43.0,39591.908723355264,Male,PhD,Married,3.0,8.0,55,4.9,0
51.0,49832.21257483863,Female,Master,Divorced,3.0,10.0,126,4.0,0
68.0,46785.15927929383,Male,High School,Single,,11.0,211,4.12,0
58.0,42665.54050743094,Male,Master,Single,1.0,11.0,82,2.11,0
,35484.64366484796,Male,Bachelor,Divorced,,,41,1.0,0
21.0,68973.79536677814,Male,High School,Divorced,,6.0,146,1.23,0
67.0,91120.98878954114,,High School,Single,4.0,10.0,131,3.21,0
62.0,59219.915987626926,Male,High School,Divorced,6.0,11.0,3,2.14,0
28.0,64448.68273939856,,High School,Single,2.0,8.0,100,1.77,0
46.0,70727.55705203407,Female,PhD,Divorced,2.0,8.0,144,1.2,1
53.0,67331.31514386243,Male,High School,,4.0,9.0,171,4.5,0
42.0,43061.753433660415,Female,Bachelor,Single,3.0,9.0,23,3.4,0
38.0,94396.9242220517,Female,PhD,Married,4.0,,215,1.43,0
53.0,,Male,Bachelor,Single,,8.0,143,4.07,0
27.0,72961.76729320818,Female,,Single,2.0,7.0,201,4.02,0
54.0,70603.82614685824,,Master,Married,3.0,,127,2.16,0
26.0,20831.169157307246,Female,High School,Married,3.0,14.0,58,1.75,0
41.0,52823.07166174161,,High School,Divorced,5.0,12.0,168,4.26,1
52.0,61132.5690362434,Female,Bachelor,Divorced,4.0,10.0,118,2.32,0
66.0,62663.024228485716,Female,,Single,7.0,9.0,166,4.39,0
52.0,66028.41031033534,Female,PhD,Divorced,2.0,9.0,117,1.17,0
65.0,75153.25745879952,Female,Master,Divorced,6.0,14.0,82,3.0,0
53.0,59849.69271458444,Male,High School,Single,5.0,8.0,102,1.72,0
35.0,67092.35136035888,Male,,Married,2.0,11.0,134,3.69,0
66.0,59100.90826455234,Male,PhD,Married,5.0,9.0,108,4.99,0
56.0,39653.326864904535,Female,Master,,3.0,9.0,229,2.65,0
49.0,,Female,,Single,2.0,9.0,46,1.4,0
41.0,74981.7968850614,Female,Bachelor,Single,4.0,5.0,6,2.27,0
40.0,82175.7676495073,Male,Bachelor,,,12.0,213,4.57,0
49.0,,Male,High School,Single,7.0,9.0,123,4.06,0
54.0,86687.00651898599,Male,Master,Single,5.0,15.0,222,1.93,1
29.0,68377.29494817961,Female,Bachelor,Divorced,0.0,11.0,92,,0
66.0,77277.59643337675,,PhD,Divorced,6.0,9.0,148,,0
,,Male,Bachelor,Divorced,,13.0,19,1.67,0
40.0,55532.98918232529,Female,Bachelor,Married,4.0,11.0,14,3.29,0
42.0,,Male,PhD,Single,1.0,7.0,65,,0
52.0,41187.10204718172,Female,High School,Single,6.0,14.0,219,4.28,0
58.0,66996.24685097727,Male,,Divorced,4.0,9.0,96,2.38,0
47.0,71540.51653336905,Female,High School,,,,157,4.5,0
34.0,81021.90241398661,Female,PhD,Divorced,2.0,14.0,159,,0
66.0,,Female,,Single,2.0,11.0,153,,0
37.0,81282.28366669427,Female,Master,Single,1.0,10.0,199,2.03,0
65.0,58012.39339747154,Female,High School,Divorced,2.0,12.0,231,4.88,0
42.0,,Male,,Divorced,5.0,4.0,46,,0
39.0,54502.024842287676,Female,Bachelor,Single,1.0,9.0,180,4.63,0
30.0,65325.67460897261,,Bachelor,,2.0,6.0,16,,0
,119125.29843577478,Female,High School,Single,,228.0,108,4.93,0
66.0,86635.13940789107,Female,PhD,Divorced,4.0,,139,4.26,1
,60877.4671965795,Male,Bachelor,Married,2.0,11.0,18,4.8,0
29.0,51699.96835329762,,Bachelor,Single,3.0,10.0,108,1.85,0
58.0,9405.675787890788,Male,Master,Married,2.0,12.0,184,2.72,0
,,Female,Bachelor,,,,234,,0
29.0,56030.469698484885,Female,High School,Married,,9.0,184,1.55,0
26.0,,Male,PhD,,3.0,,185,2.14,0
24.0,,,PhD,Married,5.0,12.0,69,4.81,0
45.0,59467.26711109673,Male,Master,Married,,7.0,120,3.67,0
31.0,,,,Married,3.0,7.0,194,2.26,0
,71437.56132356712,Male,High School,Single,7.0,11.0,202,4.82,1
69.0,45024.32822711967,,Bachelor,Married,,13.0,218,3.96,0
36.0,63092.16859041556,Male,Master,Divorced,4.0,,88,4.63,0
64.0,83600.9073762234,Male,,Divorced,0.0,13.0,90,4.71,0
33.0,59268.08274874897,Female,Master,Single,,9.0,16,,1
22.0,,,Master,Single,5.0,5.0,217,,0
52.0,65853.02774801197,Male,PhD,,4.0,13.0,102,4.99,0
29.0,60159.937992345316,Female,Master,Married,,8.0,134,2.3,0
42.0,58659.857161129796,Female,PhD,Divorced,3.0,10.0,180,3.69,0
69.0,48572.515571001764,Female,High School,Single,,,125,4.38,0
38.0,63020.24581115639,Male,PhD,Single,5.0,11.0,120,1.7,0
53.0,54334.64982321065,Male,Bachelor,Divorced,2.0,8.0,183,3.44,1
40.0,90921.80336469415,Male,PhD,Married,0.0,8.0,76,2.5,0
33.0,,Male,Bachelor,Married,0.0,17.0,73,1.98,0
56.0,,Male,Master,Single,9.0,6.0,177,1.05,1
62.0,32056.840035638448,Female,PhD,Divorced,4.0,13.0,234,4.49,1
59.0,57390.8026192127,Male,Bachelor,Divorced,,,200,,0
56.0,52093.89045120507,Female,,,4.0,10.0,184,4.51,0
31.0,56336.121635561496,Male,PhD,,3.0,9.0,223,3.4,0
48.0,73023.22921304626,Female,PhD,Single,7.0,14.0,41,3.48,0
22.0,,Male,High School,Married,5.0,,224,4.31,0
52.0,66112.58460916308,Male,Bachelor,Married,,,199,3.04,0
40.0,,Female,High School,Divorced,3.0,6.0,224,2.43,0
46.0,32222.168916538412,Male,High School,Married,1.0,10.0,106,1.56,0
60.0,62078.77668297799,Female,Bachelor,Married,4.0,9.0,184,3.28,0
28.0,48418.94904105492,,PhD,Single,1.0,10.0,121,3.21,0
35.0,88708.71571678705,Male,High School,Single,3.0,,89,,0
64.0,15812.967883533121,Female,High School,Divorced,7.0,14.0,225,3.4,0
29.0,16690.36828573997,Male,High School,Single,5.0,19.0,191,2.76,0
26.0,66092.72592696102,Female,PhD,Divorced,1.0,,118,4.22,0
27.0,82525.93118648294,Male,High School,Divorced,4.0,12.0,156,,0
61.0,,Male,Master,Single,6.0,9.0,203,4.73,0
34.0,43980.38413364583,Male,Bachelor,Married,8.0,13.0,159,3.07,0
55.0,90128.43444003159,Male,Master,Married,,8.0,183,4.55,0
24.0,35370.62502811583,Male,PhD,Married,7.0,7.0,180,3.08,0
63.0,86149.6837908669,Male,High School,Married,2.0,,202,3.23,0
30.0,38015.43499283712,Male,Bachelor,,4.0,11.0,66,2.47,0
57.0,52963.51655325556,Female,High School,Married,5.0,8.0,46,,0
59.0,72785.39075713835,Male,PhD,Divorced,5.0,,108,4.73,0
26.0,30675.8433820767,Male,Bachelor,Single,3.0,7.0,4,1.89,0
67.0,,Male,Master,Single,2.0,11.0,150,1.49,0
44.0,52841.123371973714,,Bachelor,Divorced,3.0,10.0,173,,0
19.0,62745.522713565784,,High School,Married,2.0,17.0,156,3.31,0
22.0,83244.01578081504,Male,Bachelor,Divorced,2.0,9.0,138,2.14,0
46.0,44137.493096657,Male,,Married,2.0,11.0,194,2.73,0
54.0,,Male,PhD,Married,,8.0,177,3.1,0
55.0,92810.67141784739,Female,Bachelor,Divorced,3.0,9.0,95,3.37,0
36.0,46888.42005340842,Male,PhD,,,,106,,1
25.0,87387.75345192589,Female,,Married,,,215,,0
,24788.42811516794,Male,PhD,Divorced,9.0,,80,3.71,1
62.0,67792.00789589134,Female,Master,Married,5.0,5.0,201,,0
18.0,35428.02968592383,Female,,Divorced,5.0,9.0,51,4.38,0
39.0,78851.37097072379,,PhD,Single,1.0,16.0,171,2.02,0
69.0,,,Bachelor,Married,7.0,8.0,134,2.4,1
34.0,101547.59991182486,Male,,Single,4.0,9.0,121,3.38,0
24.0,88425.65965904998,Male,Master,Divorced,3.0,10.0,153,4.54,1
42.0,56684.5760479709,Male,Bachelor,Single,5.0,,4,4.16,0
62.0,38365.0502540232,Male,,Divorced,4.0,6.0,204,,0
21.0,71313.7415933878,Male,Bachelor,,3.0,8.0,152,4.93,0
53.0,,Female,,Divorced,4.0,8.0,184,,1
23.0,91023.10089191407,Male,Bachelor,Divorced,2.0,8.0,91,,1
48.0,,Male,Bachelor,Married,,9.0,183,4.27,0
36.0,103761.13518577254,Female,PhD,Divorced,4.0,11.0,54,4.63,0
61.0,70639.81215223607,Male,High School,Married,8.0,,3,4.95,0
56.0,43739.757565592554,Male,PhD,Divorced,4.0,7.0,204,2.98,0
44.0,74679.78454837132,Male,Master,Married,,13.0,175,1.78,0
27.0,,Male,,Single,8.0,5.0,30,2.84,0
43.0,62286.93782607377,Female,Bachelor,Divorced,,10.0,76,4.42,0
36.0,,Female,PhD,,4.0,18.0,41,4.34,0
56.0,,,PhD,Divorced,,6.0,106,2.34,0
20.0,80787.90106084276,Male,High School,Married,5.0,,183,,0
,,Female,High School,,4.0,11.0,59,3.04,0
30.0,56869.85938329255,Male,High School,Married,,14.0,40,2.9,0
67.0,86166.3166178287,Female,PhD,Divorced,2.0,9.0,45,1.34,0
45.0,74786.11681664594,Female,High School,Single,,13.0,150,4.18,0
37.0,76326.78311876688,Female,High School,Divorced,7.0,9.0,15,2.13,0
45.0,,Male,High School,Single,,16.0,220,3.58,1
25.0,49852.32636507803,Male,Bachelor,Married,,12.0,17,1.41,0
58.0,130004.0279316979,Male,,Single,3.0,108.0,187,4.44,0
,54812.164881254874,Female,Master,Divorced,4.0,9.0,108,3.96,0
,78707.84107596255,Male,,Divorced,6.0,8.0,25,2.55,0
20.0,,Male,,Married,3.0,8.0,43,3.52,1
30.0,68910.7769305801,Female,Bachelor,Divorced,5.0,11.0,192,,0
45.0,82223.9871330656,Male,Master,Divorced,3.0,,179,4.94,0
66.0,,Male,,Married,9.0,8.0,61,4.18,0
42.0,69410.29523521604,Male,High School,Married,3.0,9.0,173,4.16,0
50.0,32843.550759248916,Female,PhD,Single,0.0,11.0,131,1.61,0
55.0,53548.70431796046,Male,Master,Married,1.0,10.0,164,1.07,0
23.0,94532.5301299319,Female,PhD,Divorced,1.0,,223,3.34,0
61.0,62075.94362192187,Female,PhD,Married,,12.0,207,1.58,0
62.0,97934.7636399315,Female,,Divorced,4.0,15.0,238,,0
49.0,45537.687387221056,Male,High School,Single,2.0,8.0,192,2.66,0
62.0,64678.949042690794,Male,Master,Married,9.0,9.0,28,2.35,0
64.0,52346.43124896264,Male,,Divorced,,19.0,107,1.29,0
38.0,,,Bachelor,Married,3.0,13.0,223,4.98,0
33.0,77900.17336120241,Female,Master,Married,3.0,9.0,124,4.82,0
38.0,72049.32191401802,Male,PhD,Married,5.0,6.0,173,1.53,0
28.0,80837.04287496058,Female,Master,Married,3.0,7.0,84,2.33,0
54.0,59736.540229553466,Male,,Single,3.0,14.0,237,2.56,0
53.0,56189.43264672645,Male,Master,Divorced,4.0,11.0,149,2.19,0
52.0,24836.139854480563,Male,Bachelor,Married,1.0,11.0,27,4.74,0
36.0,,Male,Bachelor,Divorced,6.0,18.0,83,3.89,0
37.0,63443.68184480315,Male,High School,Single,6.0,14.0,100,4.82,0
,58641.705248749335,Male,High School,Divorced,8.0,8.0,76,4.5,0
64.0,,Male,PhD,,1.0,8.0,35,4.02,0
,,Female,Master,Single,,12.0,176,3.79,0
66.0,55275.27737004166,Male,PhD,Married,2.0,11.0,97,4.46,0
31.0,,Female,High School,Divorced,3.0,6.0,100,,0
32.0,,Female,Bachelor,Divorced,1.0,14.0,233,1.75,0
48.0,69683.18237865905,Male,,Married,3.0,,151,3.59,0
18.0,44588.64171227638,Female,PhD,Married,3.0,12.0,192,3.06,0
20.0,,,High School,Divorced,2.0,9.0,13,4.93,0
33.0,,Female,PhD,Single,2.0,,158,3.04,0
,60096.266147535694,Male,PhD,Married,,,202,1.15,0
28.0,,Male,,,,11.0,233,2.06,0
29.0,,Male,PhD,,,8.0,148,4.67,0
,26952.659685923813,Male,High School,Divorced,4.0,14.0,6,4.85,0
49.0,,Male,PhD,Married,5.0,8.0,223,,0
33.0,,,PhD,Divorced,,11.0,147,1.23,0
25.0,47946.28304344422,Female,Master,Divorced,,,195,1.09,0
55.0,77684.84611547622,Male,PhD,Divorced,2.0,15.0,74,,0
,,Female,,,9.0,8.0,10,5.0,1
41.0,64674.94352845821,Female,PhD,Divorced,2.0,12.0,184,4.48,0
45.0,38560.50167451642,Female,Bachelor,Divorced,5.0,12.0,21,4.73,0
25.0,81091.87032454119,Female,Bachelor,Married,7.0,12.0,127,3.49,0
45.0,63978.05324300655,Male,PhD,,5.0,9.0,56,4.44,0
53.0,30261.280549457646,Male,Bachelor,Single,3.0,,57,2.28,0
43.0,32029.607038696315,Male,Bachelor,Single,,9.0,130,1.11,0
25.0,90338.9357941729,Female,High School,Married,11.0,6.0,237,,0
67.0,87022.7182652246,Female,Master,Married,5.0,10.0,39,1.87,0
45.0,9657.1371580751,,Bachelor,Single,5.0,8.0,61,3.91,1
45.0,32844.182094842465,Male,Bachelor,Divorced,9.0,12.0,173,,0
54.0,82817.10991243311,Female,Master,Single,3.0,9.0,222,1.63,0
58.0,59630.148232139036,Male,Master,Divorced,7.0,5.0,110,1.78,0
53.0,74036.98570984186,Male,Bachelor,Married,2.0,7.0,156,2.32,0
44.0,58760.945078038065,Female,PhD,Married,7.0,,146,4.03,0
34.0,73089.84980142408,Female,Bachelor,Married,2.0,5.0,14,1.16,0
,60116.67093330867,Male,,Divorced,6.0,5.0,183,2.63,0
,51247.83486486068,Female,PhD,Single,4.0,12.0,59,3.66,0
37.0,81174.87659829619,,PhD,Divorced,,8.0,109,1.69,0
30.0,64041.09232051292,Female,Master,Single,4.0,13.0,147,,0
45.0,73047.77432487132,Female,Bachelor,Single,6.0,4.0,232,2.56,0
65.0,63148.95849921533,Male,Bachelor,Single,0.0,7.0,228,2.15,0
46.0,50272.86212900374,Female,High School,,5.0,7.0,41,3.6,0
30.0,92167.78622714385,Male,Master,Single,3.0,5.0,140,4.88,0
63.0,67099.3650951533,Female,High School,Married,3.0,12.0,148,1.02,1
52.0,52899.02711255697,Male,High School,Single,6.0,8.0,162,4.61,0
23.0,85566.58940637432,Female,PhD,Single,7.0,9.0,125,2.73,0
35.0,33583.524522420856,Female,Master,Married,3.0,13.0,36,3.66,0
68.0,104725.67301591972,Male,,Married,5.0,9.0,21,,0
